"","id","name"
"459","476883","Pedro Álvarez"
"460","501896","David Freese"
"461","502226","Craig Gentry"
"462","519023","Devin Mesoraco"
"463","519222","Austin Romine"
"464","519299","Eric Sogard"
"465","542303","Marcell Ozuna"
"466","543281","Josh Harrison"
"467","543543","Brad Miller"
"468","545350","Jake Marisnick"
"469","553869","Elias Díaz"
"470","572204","Trayce Thompson"
"471","591741","José Osuna"
"472","592230","Kaleb Cowart"
"473","592273","Brandon Drury"
"474","592685","Drew Robinson"
"475","594807","Adam Duvall"
"476","595909","Jake Cave"
"477","596847","Ji-Man Choi"
"478","605508","Charlie Tilson"
"479","607054","Jace Peterson"
"480","608385","Jesse Winker"
"481","641856","Billy McKinney"
"482","642082","Chance Sisco"
"483","642180","Tyler Wade"
"484","453203","Shane Robinson"
"485","518490","Bryce Brentz"
"486","543309","Kyle Higashioka"
"487","591720","Ronald Torreyes"
"488","596012","Kevin Kramer"
"489","621028","Kevin Newman"
"490","623278","Jorge Saez"
"491","664314","Estevan Florial"
"492","669720","Austin Hays"
"493","475582","Ryan Zimmerman"
"494","435063","Mike Napoli"
"495","488721","Peter Bourjos"
"496","547173","Christian Lopes"
"497","570482","Gio Urshela"
"498","571785","K. C. Hobson"
"499","572816","Corey Dickerson"
"500","592863","Mason Williams"
"501","593871","Jorge Polanco"
"502","594824","Greg Garcia"
"503","595238","Jacob Hannemann"
"504","595885","Greg Bird"
"505","595929","Dylan Davis"
"506","605170","Victor Caratini"
"507","605353","Vimael Machín"
"508","605512","Preston Tucker"
"509","606336","Luis Marté"
"510","606992","Eric Haase"
"511","607172","Trey Martin"
"512","609267","Dorssys Paulino"
"513","623143","Trevor Brown"
"514","624419","Nick Ciuffo"
"515","624636","Carlos Tocci"
"516","642133","Rowdy Tellez"
"517","650490","Yandy Díaz"
"518","657145","Mark Zagunis"
"519","657811","Chesny Young"
"520","445988","Martín Prado"
"521","446334","Evan Longoria"
"522","452095","Tyler Flowers"
"523","453943","Todd Frazier"
"524","457763","Buster Posey"
"525","493316","Yoenis Céspedes"
"526","502481","Jarrod Dyson"
"527","518595","Travis d'Arnaud"
"528","543148","Tim Federowicz"
"529","544925","Matt den Dekker"
"530","546318","Odúbel Herrera"
"531","553988","Dixon Machado"
"532","571974","J. R. Murphy"
"533","592407","Bryan Holaday"
"534","592663","J. T. Realmuto"
"535","593647","Sócrates Brito"
"536","596048","Tyler Moore"
"537","605520","Mitch Walding"
"538","607776","Mac Williamson"
"539","608325","Gavin Cecchini"
"540","609280","Miguel Andújar"
"541","621044","Jesmuel Valentín"
"542","641438","Shane Carle"
"543","641857","Ryan McMahon"
"544","643265","Garrett Cooper"
"545","664842","Kevin Kaczmarski"
